Japanese text;English text
時計台前;Frente a la torre del reloj
クラーク像前;Frente a la estatua de Clark
清川さんには絶対取れないね。';Seguro que Kiyokawa-san no puede conseguirlo.'
清川さんなら取れるつて。';Dicen que Kiyokawa-san puede conseguirlo.'
ゲームセンターにメダルコーナ;Esquina de medallas en el centro de juegos
このカラフルなやつはどう？';¿Qué tal este colorido?'
ホイッスルを首にかけたら？';¿Qué tal si te pones un silbato en el cuello?'
銀のロザリオなんてどう？';¿Qué tal un rosario de plata?'
演奏会;Concierto
女の子にわりと人気あるよ。';Es bastante popular entre las chicas.'
それじゃ、帰つたほうがいいね。';Entonces, es mejor que volvamos.'
お金を賭けてるわけじゃないよ。';No es que estemos apostando dinero.'
水族館で、待ち合わせ';Reunión en el acuario'
水族館で、;En el acuario,
競泳用ゴーグル';Gafas de natación competitiva'
軍手';Guantes de trabajo'
リボン';Cinta'
ショッピング街で、;En el distrito comercial,
７月 ７日;7 de julio
８４．５９．８４;84.59.84
科学部;Club de ciencias
頭はきれるが、運動は駄目;Es inteligente pero malo en deportes
破壊的なものが好きらしい;Parece gustarle las cosas destructivas
スケートなら俺に任せてくれ。';Déjame a mí el skating.'
とりあえずつてとこかな。';Supongo que por ahora está bien.'
氷の上はちょつと卑怯だよね⋯。';Sobre hielo es un poco injusto, ¿verdad?⋯'
ストッキング';Medias'
拒人の星全集';Colección completa de "Kyojin no Hoshi"'
台所掃除セット';Set de limpieza de cocina'
９２．６１．８９;92.61.89
高価なものを好む;Prefiere cosas caras
美的ものにしか興味を持たない;Solo le interesan las cosas estéticas
カラオケ屋;Salón de karaoke
優美ちゃんて、臆病なんだね。';Yumi-chan, eres cobarde, ¿verdad?'
これレプリカなのに？';¿A pesar de que es una réplica?'
ＰＬ;PL
ＰＬＡ;PLA
実際にプレイするほうかな。';Es más del tipo que prefiere jugar en la realidad.'
野球嫌いなんだよ。';No me gusta el béisbol.'
全然面白くない。';No es nada divertido.'
俺はわりと好きだな⋯。';A mí me gusta bastante⋯.'
優美ちゃんはどうなの？';¿Y qué hay de Yumi-chan?'
．;.
８３．５９．８４;83.59.84
男つぽいことを気にしてる;Se preocupa por parecer masculino
恋愛物の映画が好み;Prefiere películas románticas
近所の公園で、待ち合わせ';Reunión en el parque del barrio'
遊園地で、;En el parque de atracciones,
虹野さんを待つか。）;Esperando a Nishino-san.)
根性が足りないんじゃない。';No tienes suficiente agallas.
大丈夫、顔が青いよ。;Está bien, te ves pálido.
無理には誘わないからね。;No te presionaré para que lo hagas.
８５．５９．８６;85.59.86
きらめき高校の￦￦￦科学者;Científico de la escuela secundaria Kirameki
頭脳のためにクラシックを聴く;Escuchar música clásica para el cerebro
白衣;Bata blanca
ドラムカン;Bidón de tambor
Ｒ２００００チップ;Chip R20000
無人島;Isla desierta
きざで、嫌味で、冷徹で嫌な奴;Presumido, sarcástico, frío y desagradable
全男子生徒の敵、でも、金持ち;Enemigo de todos los chicos, pero rico
清川さんなら、きつとできるよ。;Si es Kiyokawa, seguramente podrá hacerlo.
水泳なんてやめたら？;¿Por qué no dejas de nadar?
今だつて、十分じゃないか。;No es suficiente incluso ahora.
８２．６０．８４;82.60.84
何事にも頑張る人が好きらしい;Parece que le gustan las personas que se esfuerzan en todo
誰からも慕われている;Es querido por todos
きらめき中央公園だつたかな。;¿Era el parque central Kirameki?
そうだね。気持ちよさそうだね。;Sí, parece agradable.
スポ根ドラマみたいだね。;Es como un drama deportivo.
そんな根性無いよ。;No tengo ese tipo de coraje.
美術館で、待ち合わせ;Encuentro en el museo
こういう絵、嫌いなんだね⋯。;No te gustan este tipo de pinturas, ¿eh?
この芸術がわからないの？;¿No entiendes este arte?
そ、そうだよね。ごめんね。;Sí, tienes razón. Lo siento.
スカート;Falda
メリケンサック;Puño americano
スポーツシューズ;Zapatillas deportivas
虹野さんには絶対無理だね。;Es absolutamente imposible para Hoshino.
フォームを直すといいかな。;Quizás deberías corregir tu forma.
頑張れば、きつと取れるよ。;Si te esfuerzas, seguro que podrás lograrlo.
美術館だつたかな。;¿Era el museo?
今度、―緒に走ろうか？;¿Vamos a correr juntos la próxima vez?
走るのは疲れるよ。;Correr es agotador.
練習あるのみだよ。;Sólo queda practicar.
才能が豊かな人なんだよ。;Es una persona con mucho talento.
ハンドクリーム;Crema de manos
お料理の鉄人ビデオ全４巻;Videos completos del Iron Chef, toda la colección de 4 volúmenes
虹野さんの１／８フィギュア;Figura a escala 1/8 de Hoshino
不良達;Delincuentes
御;Honor
義;Justicia
防御;Defensa
奥義;Técnica secreta
攻撃;Ataque
俺達の拳とは語れねぇぜ！;¡No puedes hablar sobre nuestros puños!
不良Ｂの攻撃;Ataque del delincuente B
不良パンチ;Puñetazo del delincuente
ポコポコ乱れ撃ち;Disparo desordenado contínuo
不良Ａの攻撃;Ataque de Matón A  
不良「そんな攻撃では、;Matón: Con ese ataque,  
不良Ｃの攻撃;Ataque de Matón C  
ＰＬＡは８８のダメージを受けた;PLA recibió 88 puntos de daño  
ＰＬＡの攻撃;Ataque de PLA  
ＰＬＡは４０５のダメージを与えた;PLA infligió 405 puntos de daño  
ＰＬＡの体力が５％回復した;La salud de PLA se recuperó un 5%  
ＰＬＡは３４３のダメージを与えた;PLA infligió 343 puntos de daño  
ＰＬＡは９５のダメージを受けた;PLA recibió 95 puntos de daño  
<PSURNAME>は<DAMAGE>を与えた;<PSURNAME> infligió <DAMAGE> puntos de daño  
<PSURNAME>;<PSURNAME>  
<PSURNAME>は<DAMAGE>を受けた;<PSURNAME> recibió <DAMAGE> puntos de daño  
ハーメルンのホラ吹き;El Embaucador de Hamelín  
不良「くつ！ なかなかやるなつ！;Matón: ¡Jaja! ¡No está mal!  
しかたねぇ、番長様に御報告だ！;No hay remedio, ¡vamos a informar al jefe!  
戦闘に勝つた！！;¡Ganaste la batalla!  
経験値 ：２３６０ＥＸＰ;Experiencia: 2360 EXP  
お金  ：３６００ゴールド;Dinero: 3600 de oro  
おたから：ミスリル学ラン;Tesoro: Uniforme de mithril  
？？「ちょつと待てぇーい！;¿¿Quién: ¡Espera un momento!  
<PSURNAME>「誰だつ！;<PSURNAME>: ¿Quién eres?  
番長;Jefe  
番長「俺様は、この世界の番長だ！;Jefe: ¡Yo soy el jefe de este mundo!  
子分達が随分と世話になつたようだな。;Parece que has tratado bastante a mis secuaces.  
だが、茶番はここまでだ！;¡Pero el espectáculo termina aquí!  
礼をさせてもらうぞ。;Voy a darte las gracias.  
超眼力！;¡Súper Visión!  
番長「ふつ、思い知つたか。;Jefe: ¿Lo has entendido?  
俺様に逆らう者の末路はこうなるのだ。;Este es el destino de los que se oponen a mí.  
はつはつはつはつはつ．．．;Jajaja...  
どこからともなく声が聞こえてきた;Se escuchó una voz de la nada  
天使の声「お願い、立ちあがつて。;Voz de ángel: Por favor, levántate.  
あなたには、;Tienes...  
まだやるべきことがあるのよ！;¡Todavía tienes cosas que hacer!  
そうよ、あなたにならできるわ！;Sí, tú puedes hacerlo.  
新しい力をあげる。;Te daré un nuevo poder.  
彼女を．．．守つてあげて！;Protégela...  
番長「なにぃぃぃー！？;Jefe: ¡¿Qué?!  
<PSURNAME>「もう超眼力は見切つたぜ！;<PSURNAME>: ¡Ya he visto a través de tu Súper Visión!  
番長！ 負ける訳にはいかない！！;¡Jefe! ¡No puedo permitirme perder!  
番長「こわつぱが、;Jefe: ¡Pequeño mocoso,  
超眼力を見切つた程度で図に乗りおつて,;no te envanezcas solo por ver a través de la Súper Visión!  
俺様の真の力を見せてくれる。;Te mostraré mi verdadero poder.  
ゆくぞーつ！;¡Aquí voy!  
番長「袖竜！;Jefe: ¡Dragón de las mangas!  
おたから：炎のＴシャツ;Tesoro: Camiseta de Fuego  
<PSURNAME>の体力が５％回復した;La salud de <PSURNAME> se recuperó un 5%  
<PSURNAME>の攻撃;<PSURNAME> ataca  
番長「貴様の力はそんなもんか！;Jefe: ¡¿Eso es todo lo que tienes?!  
やめる;Terminar
８４．５８．８４;84.58.84  
電脳部;Club de Computación  
怪しげな研究をしてるらしい;Parece que están haciendo una investigación sospechosa  
その他、詳しいことは不明;Además de eso, los detalles son desconocidos  
紐緒さんは、嫌いなの？;¿No te gusta Himo-chan?  
最近は、女の子も多いんだよ。;Últimamente hay muchas chicas también.  
そ、それじゃ、帰ろうか⋯。;En-entonces, ¿vamos a casa...?  
ムチ;Látigo  
第６世代コンピュータ理論の本;Libro sobre teoría de computadoras de sexta generación  
<PNAME> <PSURNAME>;<PNAME> <PSURNAME>  
紐緒さんと乗るぜ。;Me llevaré a Himo-chan.  
紐緒さんと入るぜ。;Entraré con Himo-chan.  
電脳部室;Sala del Club de Computación  
何を調べるの？;¿Qué vas a investigar?  
そんなの後にしようよ。;Dejemos eso para después.  
手伝おうか？;¿Te ayudo?  
女の子のくせにおかしいよ。;Es raro, siendo una chica.  
そ、そうだよね。;Sí, sí, tienes razón.  
この雰囲気がたまらないね。;Esta atmósfera es irresistible.  
この画家は変人で有名だね。;Este pintor es famoso por ser excéntrico.  
何だろう？よくわかんないよ。;¿Qué será? No lo entiendo bien.  
両方とも、天才だもんね。;Ambos son genios, ¿verdad?  
これだけいれば、十分だろうね。;Con esto, debería ser suficiente.  
こんなに飼えるの？;¿Puedes cuidar de tantos?  
そんな、可哀想だよ。;Eso es tan triste.  
じゃ、静かにしてるよ。;Entonces, estaré en silencio.  
。;.  
』;»  
これだけいれば、十分だね。;Con esto, debería ser suficiente.  
こんなに奇麗なのに？;¿A pesar de ser tan bonito?  
そう？つまんないよ。;¿Sí? Es aburrido.  
まあまあ⋯、かな。;Más o menos...  
もつといい所があるんだ。;Hay mejores lugares.  
さすが、考えることが運う。;Como era de esperarse, un buen pensador.  
そんな事、考えるなよ。;No pienses en eso.  
俺にはちょつと難しいね。;Para mí es un poco difícil.  
マスコット;Mascota  
パズル関係が面白いと思うよ。;Creo que los juegos de puzzle son interesantes.  
クレーンゲームなんてどう？;¿Qué tal un juego de grúa?  
シューティングだよ。;Es de disparos.  
本当、眠かつたよ。;Realmente tenía sueño.  
いい眺めじゃなかつた？;¿No era buena la vista?  
紐緒さんばかり見てたから⋯。;Porque solo estaba mirando a Himo-chan...  
‐ド;-do  
ニ‐;Ni-  
ド;-do  
‐ト;-to  
ニュ;Nyu  
コピ;Copia  
コピ❘;Copia❘  
経験値 ：８４１ＥＸＰ;Experiencia: 841 EXP
お金  ：２０４５ゴールド;Dinero: 2045 Oro
おたから：鹿の角;Tesoro: Cuerno de ciervo
おたから：鹿の糞;Tesoro: Excremento de ciervo
ゲーム;Juego
天の声;Voz del cielo
ＬＡ（それじゃ;LA (Entonces
紐緒さんなら取れるつて。』;Si es Nishi-o-san, puede conseguirlo.'
紐緒さんには絶対取れないね。』;Definitivamente Nishi-o-san no puede conseguirlo.'
それじゃ、専門書を⋯。』;Entonces, un libro especializado...'
漫画がいいな。』;Prefiero un cómic.'
とりあえず、いいよ。』;Por ahora, está bien.'
どうしたらいいかな⋯？』;¿Qué debería hacer...?'
優美ちゃんには絶対無理だね。』;Definitivamente es imposible para Yumi-chan.'
何、馬鹿言つてるの？』;¿Qué tonterías estás diciendo?'
そ、そうなるといいね。』;Sí, espero que sea así.'
はぁ⋯、そうですか。』;Ah, ya veo.'
電脳部を退部した。;Dejé el club de informática.
乙女座;Virgo
牡牛座;Tauro
さそり座;Escorpio
射手座;Sagitario
蟹座;Cáncer
魚座;Piscis
山羊座;Capricornio
水瓶座;Acuario
双子座;Géminis
獅子座;Leo
天秤座;Libra
牡羊座;Aries
８４．５６．８５;84, 56, 85
クラシックと恋愛物の映画が好み;Prefiere películas clásicas y de romance
ヘアバンドを集めてるらしい;Parece que colecciona cintas para el cabello
ＴＹＰＥ‐Ａ;TIPO-A
ＴＹＰＥ‐Ｂ;TIPO-B
フリー;Libre
１：マウスライク;1: Similar a ratón
２：パッドＡ;2: Almohadilla A
３：パッドＢ;3: Almohadilla B
４：１＋２;4: 1 + 2
：マウスライク;: Similar a ratón
メニューモード設定;Configuración del modo de menú
少し遅い;Un poco lento
少し速い;Un poco rápido
常にＯＮ;Siempre ON
常にＯＦＦ;Siempre OFF
ｘボタンでカット;Botón X para cortar
友達に噂とかされると、;Cuando los amigos difunden rumores sobre mí,
失礼するわ。;es una falta de respeto.
早乙女「さようならつ。;Saotome "Adiós.
<PSURNAME>（プレゼントをすることはないな。）;<PSURNAME> (No voy a dar regalos.)
８番アルバムを;<Álbum número ocho
<PSURNAME>『さ;'<PSURNAME> "sa
休館;Cierre temporal
ＫＮＭ交響楽団;Orquesta Sinfónica KNM
このコーナーでは、次号より;En esta sección, desde el próximo número,
盛沢山のイベント情報を;ofreceremos una amplia variedad de información sobre eventos
提供していきます。おたのしみに;Que lo disfruten.
おいらやつてるよ;Lo estoy haciendo
盛田 智佐;Morita Chisa
８月に遊園地でナイトパレード開催;Desfile nocturno en el parque de atracciones en agosto
<DATE>に神社で縁日があります;Habrá feria en el santuario el <DATE>
フォレスとガンプ;Forrest Gump
茶毛＆明日;Chage & Aska
美術館で、有名画家展開催;Exhibición de artistas famosos en el museo
サマソー;Summer Soul
ＷＩＺＡＲＤ;Mago
動物園にコアラがやつて来る;Un koala llegará al zoológico
フンガー;Funga
甲玉 リコ;Kotama Riko
中央公園で桜が満開;Cerezos en flor en el parque central
水族館でイルカのショー開催;Espectáculo de delfines en el acuario
カンパンマン;Kanpanman
ＸｅＸｅＸ;XeXeX
プールにウォータースライダー完成;Tobogán acuático terminado en la piscina
睡拳．痛;Puño de sueño. Dolor
ゲームセンターにメダルコーナーが設置;Se ha instalado una zona de medallas en el centro de juegos
愛のメロディ;Melodía de amor
Ｂｅｅｓ;Abejas
次号に期待してくれ！;¡Espera con ansias el próximo número!
スピード／キング;Velocidad/Rey
ＳＮＡＣＫ;Aperitivo
遊園地に絶叫マシン完成;Máquina de gritos terminada en el parque de atracciones
美術館で彫刻展開催;Exposición de esculturas en el museo
ＢＡＮＰＯ;Banpo
おめん;Mask
ｐｒｆ;prf
美術館でガーギー展が開催;Exposición de Gargi en el museo
恋と青春の旅立ち;Partida de amor y juventud
リンスー;Rinsu
遊園地に体感マシーン;Máquina de experiencias en el parque de atracciones
バーチャルシップが完成;Nave virtual completada
このコーナーで、最新スポットの情報を紹介;En esta sección, presentaremos información sobre los últimos lugares
本誌は、今号をもつて休刊となります。;Esta revista cesará su publicación con el presente número.
動物園にコアラがやつて来る;Viene un koala al zoológico  
今月号は、紹介できる;Este mes no se puede presentar  
スポットがありません;No hay lugares destacados  
デートスポットを聞く;Preguntar por lugares para citas  
１番アルバムを;El álbum número uno  
８１．５９．８２;81.59.82  
サッカー部;Club de fútbol  
運動部のアイドルで、趣味は料理;El ídolo del club de deportes tiene como afición la cocina  
運動はやるより、見るタイプ;Prefiere ver deportes que practicarlos  
所の公園;Parque del lugar  
術館;Museo de arte  
川望;Vista al río  
‐;‐  
アイコンモ‐ド;Modo ícono  
フリ;Libre  
リー;Realeza  
族館;Museo del clan  
ームセンター;Centro de entretenimiento  
ー;‐  
次のペー へ;A la siguiente página  
デ‐．スポット;De.-Lugar  
‐ー;‐ー  
前のページ;Página anterior  
実験室;Laboratorio  
―;―  
シ‐．ピング街;Zona de compras  
ラネタリウム;Planetario  
ナイトパレード;Desfile nocturno  
不良達が襲つてきた！;¡Los delincuentes nos atacaron!  
清川「フザケンナヨー！;Kiyokawa: ¡Deja de bromear!  
あつ！いや、なんでもない．．．;¡Ah! No, no es nada...  
水竜破;Ruptura del dragón acuático  
おたから：源氏のかたな;Tesoro: Katana Genji  
これでもくらえぇーい！;¡Toma esto!  
番長「片腹痛いわ！;Jefe: ¡Me duele el costado!  
番長「なかなかやるな！;Jefe: ¡Nada mal!  
<PSURNAME>の攻撃は失敗した;El ataque de <PSURNAME> falló  
番長「少しはできそうだな。;Jefe: Parece que puedes un poco.  
番長「男の意地にかけて、;Jefe: Por el orgullo de un hombre,  
負ける訳にはいかねぇ！;¡No puedo perder!  
番長「うぬぬぬぬ．．．;Jefe: Ugh...  
番長「ふつ！ 情けない。;Jefe: ¡Bah! Patético.  
俺様に楯突こうとは十年早いわ！;¡Es diez años temprano para desafiarme!  
ゲームセンタ‐;Centro de juegos  
コンサ‐ 会場;Sala de conciertos  
２月 ２日;2 de febrero  
うん、いい眺めだつたね。';Sí, tuvo una buena vista.  
鏡さんの顔ばかり見てたから⋯。';Porque estaba mirando solo la cara del Sr. Kagami...  
女々しい野郎どもの詩';Poema de chicos afeminados  
窓に映る景色は;El paisaje reflejado en la ventana es  
いつわりに溢れて;Lleno de mentiras
僕の胸を冷たい;Mi corazón se enfría
暗闇が閉ざすよ;La oscuridad se cierra
Ａｈ君がいるならば;Ah, si estuvieras aquí
抱きしめたいのに;Quisiera abrazarte
Ａｈ時を戻せるならば;Ah, si pudiera regresar el tiempo
帰りたい今すぐ;Quisiera volver ahora mismo
Ａｈ夢で会えるなら;Ah, si pudiera verte en mis sueños
それだけでもいい;Eso sería suficiente
Ａｈいつも見つめていたい;Ah, siempre quiero mirarte
女々しいと知つても;Incluso si sé que es femenino  
今回のプレイをセーブしますか？;¿Quieres guardar esta partida?
メモリーカードをチェックしてい;Chequeando la tarjeta de memoria
１ ６ １１;1 6 11
メモリーカードをチェックしています;Chequeando la tarjeta de memoria
１ ６ １１  ９５;1 6 11 95
１ ６ １１  ９５年<DATE>;1 6 11 año 95 <DATE>
１ ６ １１  ９８年<PLAYER_BIRTHDAY>;1 6 11 año 98 <PLAYER_BIRTHDAY>
詩織と入るぜ。』;Entrando con Shiori.
如月さんの顔ばかり見てたから⋯。』;Porque estaba mirando solo la cara de Kisaragi.
左の窓からのぞく。』;Miro desde la ventana izquierda.
真ん中の窓からのぞく。』;Miro desde la ventana del medio.
右の窓からのぞく。』;Miro desde la ventana derecha.
ラッキー！のぞいちゃえ！』;¡Qué suerte! ¡Echa un vistazo!
いや、やめとこう。』;No, mejor no.
このゲームのデータがありませ;No hay datos de este juego
新たにアルバムを作成し、;Creando un nuevo álbum,
はい⋯  いいえ⋯;Sí... No...
ゲームをプレイしますか？;¿Quieres jugar el juego?
作成しますか？;¿Lo quieres crear?
システムファイルを作成する;Crear el archivo del sistema
サブゲームのデータなどの;Datos de juegos secundarios, etc.
セーブができるようになります;Puedes guardarlos
システムファイルを作成します;Crear archivo del sistema
はい．．  ボタン;Sí... Botón
システムファイルを;Archivo del sistema
１番アルバム と、;Álbum número 1 y,
それじゃ あだ名は？;Entonces, ¿cuál es tu apodo?
ＬＡ『女の子達が;LA "Las chicas
吹奏楽部を退部した。;Se retiraron de la banda de música.
詩織と乗るぜ。』;Voy con Shiori.
別にい;No especialmente
さりげなく趣味とかを聞き出す。』;Preguntar casualmente sobre sus hobbies.
それとなく好きな場所を探る。』;Investigar discretamente un lugar que le guste.
お隣;Vecino
詩織の顔ばかり見てたから⋯。』;Porque estaba mirando solo la cara de Shiori.
グランド;Campo
知らなかつたの？』;¿No lo sabías?
本当、そうだね。』;De verdad, tienes razón.
８６．５９．８６;86.59.86  
静かなところは苦手;No me gustan los lugares tranquilos  
図書館で、;En la biblioteca,  
．Ｉ;．Yo  
さあ、入りましょう。;Vamos a entrar.  
美術館で、待ち合わせ』;Quedémonos en el museo.  
美術館で、;En el museo,  
この絵の人、詩織に似てない？』;¿No se parece esta persona en el cuadro a Shiori?  
ＬＡ『女の;LA『Mujer de  
人体解剖モデル』;Modelo de anatomía humana  
子猫のぬいぐるみ』;Peluche de gatito  
ツインビーのぬいぐるみ』;Peluche de TwinBee  
キラーヒグマ;Oso pardo asesino  
キラーヒグマが襲つてきた！;¡El oso pardo asesino está atacando!  
クラッシュ．クロー;Golpe Destructor  
サーモンブーメラン;Búmeran de salmón  
<PSURNAME>「だめだ！ 喰われてしまう！;¡No, <PSURNAME>! ¡Nos va a devorar!  
くそつたれめー！;¡Maldita sea!  
マタギ;Cazador  
正義のマタギ見参！;Soy el cazador justo.  
名銃「次郎丸」ショット;Disparo del famoso rifle "Jiroumaru"  
次郎丸」エネルギー充填;Cargando energía de "Jiroumaru"  
マタギ「こつたらとこ来たらだめだべ！;¡No debían haber venido por aquí!  
早くけえれ！;¡Vuelvan rápido!  
ありがとう、マタギのおじさん;Gracias, señor cazador  
経験値 ：１０２４ＥＸＰ;Experiencia: 1024 EXP  
お金  ：５３ゴールド;Dinero: 53 oro  
おたから：熊の片腕;Tesoro: Brazo de oso  
８１．６０．８４;81.60.84  
テニス以外のスポーツは苦手;No soy bueno en deportes aparte del tenis  
うるさいものは嫌いらしい;Parece que no le gustan las cosas ruidosas  
<PSURNAME>（何をプレゼン;¿Qué <PSURNAME> presentará?  
公開デッサン;Dibujo público  
近所の公園で、;En el parque del vecindario,  
古式さんを待つか。);¿Esperaré al Sr. Kosiki?)  
美樹原「;Mikihara  
片桐さんを待つか。);¿Esperar a la Srta. Katagiri?)  
ゲームセンターで、;En el centro de juegos,  
最近は、女の子も多いんだよ。』;Últimamente, también hay muchas chicas.  
紐緒さんは、嫌いなの？』;¿No te gusta la Srta. Himo?  
そ、それじゃ、帰ろうか⋯。』;En-entonces, ¿volvemos?  
さあ乗りましょう;Vamos a subir  
揺れる？全然気付かなかつたよ。』;¿Se mueve? No me di cuenta en absoluto.  
園内で、―番怖い乗り物かもね。』;Dentro del parque, podría ser el más aterrador.  
詩織と―緒だから平気だつたよ。』;Estaba bien porque estaba con Shiori.  
<PSURNAME>（何をプレゼ;¿Qué presentará <PSURNAME>?  
詩織を誘つて見に行く。』;Convenceré a Shiori para ir a ver.  
いいから行こうよ。』;Vamos, será divertido.  
それじゃやめよう。』;Entonces, dejémoslo.  
さあ乗りましょう。;Vamos a subir.  
ＬＡ『女の子;LA 'Chica  
でも、面白かつたね。』;Pero, fue interesante, ¿verdad?  
急ぐのよ。;Date prisa.  
<PSURNAME>（何をプレゼントしようかな？;¿Qué debería regalar?  
ＴＶゲーム』;Videojuego
観葉植物の鉢植え』;Maceta con planta de interior
７色の毛糸の玉』;Bola de hilo de 7 colores
美樹原「は、はい;Mikihara "Sí, sí  
Ｒ２００００チップ』;Chip R20000
ドラムカン』;Tambor
白衣』;Bata
朝日奈「そうだね。;Asahina "Sí.  
そつちの方が多いかな。;Tal vez haya más de eso.  
動物は自然の中が―番だね。』;Los animales están mejor en la naturaleza.
全然。捕まるほうが悪いんだよ。』;En absoluto. Quienes son atrapados son los que están mal.
でも、動物園がないとなぁ。』;Pero, sin zoológicos, mmm.
<PSURNAME>（何をプレゼント;¿Qué regalar  
色素分解;Descomposición del pigmento  
美樹原「は、はい⋯。;Mikihara "Sí...  
あ、ありがとう;Ah, gracias  
ＬＡ『;LA
朝日奈「それじ;Asahina "Entonces  
恥ず;Vergüenza  
映画館で、待ち合わせ』;Quedamos en el cine
油絵展示;Exposición de pintura al óleo  
映画館で、;En el cine,  
早乙女「うん、いい;Saotome "Sí, bien  
コンサート、つまらなかつたね？』;El concierto, ¿no fue aburrido?
コンサート、良かつたね？』;El concierto, ¿fue bueno?
コンサート、まあまあだつたね？』;El concierto, ¿fue más o menos?
．．;...  
練習あるのみだよ。』;No hay más que práctica.
才能が豊かな人なんだよ。』;Es una persona con talento abundante.
<PSURNAME>（何をプレゼントしようかな？）;¿Qué debería regalar?  
虹野さんの１／８フィギュア』;Figura 1/8 de la Srta. Nijino
お料理の鉄人ビデオ全４巻』;Video completo del Iron Chef en 4 volúmenes
ハンドクリーム』;Crema de manos'
