Japanese text;English text
プラネタリウム;Planetarium
．???????;． ???????
、????????？』;", ?????????? """
８４．５９．８４;84.59.84
頭はきれるが、運動は駄目;Smart but bad at sports
破壊的なものが好きらしい;I like destructive things
早乙???;Saotome???
いいね。行こうか。』;Sounds good. Let's go.
次号に期待??くれ！;Look forward to the next issue!
シ??ピング街;Shopping Street
俺も、そう思うよ。』;I think so too.』
元気づけられるときがあるね。』;"It's sometimes invigorating."""
持つて帰ろうか？』;Shall I take it home?』
拒人の星全集』;The Complete Works of the Refusing Star
台所掃除セット』;Kitchen cleaning set
ストッキング』;"stockings"""
この絵、いいと思わない？』;Don't you think this picture is nice?
あの人、奇麗だな⋯。』;"That person is so beautiful..."""
この絵、虹野さんに似てるね。』;This picture looks like Nijino-san.
??「??、???;??「??,???
?????????;?????????
ゲームセン?ー;Game Center?
ゲームセ???;Game Se???
でも、あれも結構可愛いよ。』;"But it's pretty cute too."""
全然、思わない。』;Not at all.
うん、虹野さんによく似合うよ。』;"Yeah, it suits you well, Nijino-san."""
うん、虹野さんによく似合?? ?;Yep, it suits you well Nijino-san?? ?
スピード／キング;Speed/King
ＳＮＡＣＫ;SNACK
遊園地に?叫マシン完成;Scream machine completed at amusement park
美術館で彫?展開催;Sculpture exhibition held at the museum
遊園地に絶叫マシン完成;Thrilling ride completed at amusement park
美術館で彫刻展開催;Sculpture exhibition held at the museum
スピ．．????;Spee. . ????
Ｓ．???;S. ???
虹野??;Nijino??
ＰＬ????;P.L.???
??．??．?;??． ??． ?
???．?．?;???． ?． ?
早乙?｀;Saotome?
カラオケ?;karaoke?
あれは、白鳥座でしょう？』;That's the Cygnus, right?
テープで説明するんじゃない。』;Don't explain it on tape.
あれは⋯、何だろう？』;What is that?』
玄関;entrance
カラオケ屋;Karaoke bar
進路指導;Career Guidance
俺は、進学したい。;I want to go to college.
俺は、就職したい。;I want to get a job.
虹野さんを誘つて見に行く。』;I'll invite Nijino-san to go see it.
ショーの事は全然無視する。』;Ignore the show altogether.
ヒーローショー;Hero Show
?ーローショー;?-Low show
人の目なんて気にしない。』;I don't care what other people think.
ごめんよ。俺が見たかつたから⋯。』;Sorry. I just wanted to see it.
見るのやめればよかつたかな⋯。』;"Maybe I should have stopped watching..."""
絶叫マシーン、ビビールに乗ろう。』;Let's ride the thrilling ride, Vivir.
大丈夫、顔が青いよ。』;It's okay, your face is blue.
根性が足りないんじゃない。』;It's not that you lack guts.
無理には誘わないからね。』;I won't force you to join.
????????????？;?????????????
?生日??????教え???;?Birthday??????Teaching???
?生日;?birthday
?液?;?liquid?
誕生日と血液型も教えてね？;Can you also tell me your date of birth and blood type?
誕生月;Birth month
誕生日と血?;Birthday and blood?
名前;name
あなたの名字を教えてくれる？;Can you tell me your last name?
あだ;Adversary
前?;Before?
名?;given name?
あなたの名?;Your name?
あだ名;Nickname
名前は？;Name is?
それじゃ、あだ名は？;So, what's your nickname?
誕;Birth
血;blood
血液?;blood?
??日;??Day
誕??;Birthday??
??月;??Month
?生月;?Birth month
これでいい？;It's OK?
こ??いい？;Is this okay?
これでいい?;It's OK?
はい;yes
いいえ;no
?い;?stomach
こ?でいい？;Is this okay?
は;teeth
は?;teeth?
?いえ;?home
い??;stomach??
いい?;good?
??え;??picture
あ?たの名字を教えてくれる？;Can you tell me your last name?
??たの名字を教えてくれる？;??Can you tell me your last name?
それじゃ、?;Well then,?
??でいい？;Is ?? okay?
いい;good
?れでいい？;?Is that okay?
藤崎詩織の誕生日と血液型は覚えてる？;Do you remember Shiori Fujisaki's birthday and blood type?
これ??い？;Is this??
? え;? picture
い え;home
詩織;Shiori
‐????？;-?????
こ．でいい？;Is this okay?
こ?‐いい？;Is this okay?
い?え;home
血??;blood??
これでい?？;Is this okay??
い ?;stomach ?
誕生?;birth?
藤崎詩織の?;Shiori Fujisaki's?
プロローグ;prologue
お前は何ていうんだ？;What do you say?
、?乙;,?
?雄。;?Male.
?しく?;?Seriously?
?うん?;?Yeah?
??えてく??;??I'm getting it??
?｀;?｀
ＰＬ;P.L.
ＹＥ;YE
???‐?;???‐?
名 前;name
所属?;Affiliation?
体調;physical condition
文系;Humanities
理系;Science
芸術;art
運動;motion
雑学;Trivia
容姿;appearance
根性;guts
クリア人数はそのままで、;The number of cleared players remains the same.
プロローグからゲームを;Start the game from the prologue
スタートします。;Let's start.
何?目?アル??を、;What eyes? Al?
コピーしますか？;Do you want to copy?
カーソルで選んで下さい。;Please select with the cursor.
?去します?？;?Leave??
何番目のアルバムを、;Which album?
クリ??????まま?、;Clitoral???? Mama?
消去しますか？;Do you want to erase?
プロローグ?ら?ー??;Prologue??
コピーしま??？;Copy it???
い．?;stomach.?
?い?;?stomach?
??「へぇ、そうなのか⋯。;"??""Oh, is that so..."
じゃあ、彼女の誕生日は？;So when is her birthday?
ぇ、そ;Huh, so
ゃ?;Huh?
?のか?;? or ?
?の誕?;?'s birthday?
は？;teeth?
?．              ．;?． ．
｀???;'???
？?;? ?
?????―????―?????;?????―????―?????
???????????????;???????????????
ＬＡ????????????？;LA?????????????
?？?;?? ?
??Ｉ?????つ??;??I???????
????つ?ぁ。;One last thing.
??❘??い??つ??;??❘??One??
おかしかつたぁ。;That was strange.
??。;??.
??！??、???????。;??! ??, ???????.
で?、こ?い??;So, come here?
ＰＬＡ『本当、変な曲だつたね。;PLA: It was really a strange song.
でも、こういう曲;But, this kind of song
大好きなんだ。;I love it.
＝、?;= , ?
?．‐;?． -
??「??？;??「???
?? ????、;?? ????,
ー??????;-??????
??❘??には;??❘??
―緒に帰らない？;-Why don't we go home together?
―?に???い？;- What?
??「たまには;"??""Once in a while"
?? ‘????．．｀;??'????． ． '
．?????．;． ?????．
?‐?;?‐?
?‘｀;?'｀
ＬＡ（ボーリングかあ。;LA (Bowling, huh?
ＰＬＡ（ボーリングかあ。）;PLA (Bowling, huh?)
ーリン;- Lin
?あ。?;?a.?
❘;❘
これで??？;with this???
?? ??、????????。;?? ??, ????????.
??て、?つて;And, and
ＰＬＡ（ああ、読書は楽しいなあ。;PLA: Ah, reading is so fun.
なんて、俺つて;Oh, I
勉強家なんだろう。）;He must be a hard worker.)
??、;??、
い?．;stomach?.
い?‐;stomach?-
?ロロー?;?Rollo?
集院 悪いが⋯。;Shuin: Sorry but...
ま、仲良くやつて;Well, let's get along
伊集院 悪いが⋯。;Ijuin: Sorry but...
いこうじゃないか。;Let's go.
い?⋯;Right?...
、??;, ??
こ??;child??
つて;Connection
?いか?;?squid?
．;．
?;?
???;???
??;??
??????;??????
文字速度;Character Speed
システム設定画?;System settings?
??コン?ー?;??Con??
?????度;?????Every time
?．????;?． ????
｀;'
プロ;Professional
?定終了;? End of setting
休館;Closed
このコーナーでは、次号より;In this section, we will provide
盛沢山のイベント情報を;lots of event information.
盛沢山のイベント情報?;lots of event information.
提供してい?ます。おたのしみに;Please look forward to it!
提供していきます。おたのしみに;Please look forward to it.
提供していきます。おた?しみに;Please look forward to it!
?? ?? ?;?? ?? ?
?? ?? ??;?? ?? ??
システム設定画面;System Settings Screen
????????;????????
????;????
演劇部;Drama Club
身体が弱いこと? 気にしている;Are you worried about your physical condition?
?。Ｆ?;?. F?
??。?? 。?;??. ??. ?
??。?? 。??;??. ??. ??
??。?? ??。■;??. ?? ??. ■
??終了;??end
アイコ??;Aiko??
マウス設?;Mouse settings
?ーュー?;?Whew?
?声?ー?;?Voice?-?
‐ド;-D
?????;?????
システ?;System?
します;To do
ア?コンモー;A.Conmo
?ー???;?ー???
??モー?;??Moo?
??．??、???。;??． ??,???.
????に???い?⋯。?;I'm so happy...
ＰＬＡ（さて、昼飯だ。;PLA (Now, time for lunch.
早く学食に行かないと⋯。）;I need to go to the school cafeteria soon...
ヽ??;ヽ??
＂．;"""."
??Ｉこ?????;??Iko?????
??????、つい⋯。;??????, finally...
??「この前喜んで;"""I was happy the other day."
もらえたから、つい⋯。;I was given one, so I just...
迷惑だつた？;Was it a nuisance?
??つ;??
、‐?;,-?
?? ?｀ ‐;?? ?｀ ‐
えさほ繁?;Esaho Shigeru?
?遮のそ?;?The shield?
?先?そ?;?First?That?
み;fruit
う;cormorant
帖労鎮浜萌嘱;Job Labor Town Hamamoe
めあたとくそみ;Eyes and sores
えさほ繁包;Esaho Shigebukuro
きめのそくそみ;Kimono somimi
いそてほ萌嘱;Iso Teho Moe
財先くそみ;Financial woes
繁包狸サ;Shigeba Tanuki
?めのそ?そ?;?Me no so?so?
ほるか繁包そ兎彊します;Horuka Shigehiro will be strong
ふほるか繁包そ兎彊します;Fuhoruka Shigehiro is a strong rabbit
????う;????cormorant
み?み?;Ear?
う?;cormorant?
?う;?cormorant
ふほる?;Fuhol?
さ;difference
め?たとくそ;Damn it.
?み???;?fruit???
??くそ?;??Fuck?
?￣ュー?;?￣yuu?
‐?‐?;-?-?
